CREATE TABLE Customer (
    CustomerID INT PRIMARY KEY,
    Name VARCHAR(100),
    Age INT,
    Gender VARCHAR(10),
    SubscriptionType VARCHAR(20),
    SubscriptionDate DATE,
    LastLoginDate DATE,
    TotalSessions INT,
    FeedbackScore INT,
    IsChurned INT
);



INSERT INTO Customer VALUES (1, 'Mahesh Gupta_1', 24, 'Male', 'Premium', '2024-01-18', '2026-03-13', 113, 2, 0);
INSERT INTO Customer VALUES (18818, 'Shaurya Verma_18818', 21, 'Female', 'Premium', '2024-05-14', '2026-02-16', 30, 1, 0);
INSERT INTO Customer VALUES (18819, 'Amit Kumar_18819', 46, 'Other', 'Premium', '2024-10-05', '2026-03-20', 33, 3, 0);
INSERT INTO Customer VALUES (18820, 'Kavya Joshi_18820', 35, 'Other', 'Basic', '2023-12-08', '2026-04-20', 32, 1, 1);
INSERT INTO Customer VALUES (18821, 'Mahesh Verma_18821', 63, 'Female', 'Premium', '2026-02-13', '2026-04-21', 212, 5, 1);
INSERT INTO Customer VALUES (18822, 'Priya Nair_18822', 39, 'Other', 'Premium', '2025-04-16', '2026-04-28', 371, 3, 1);
INSERT INTO Customer VALUES (18823, 'Aarav Pandya_18823', 38, 'Female', 'Standard', '2024-05-01', '2026-04-12', 204, 2, 0);
INSERT INTO Customer VALUES (18824, 'Pooja Nair_18824', 62, 'Other', 'Basic', '2025-04-27', '2026-01-27', 498, 1, 1);
INSERT INTO Customer VALUES (18825, 'Neha Das_18825', 64, 'Female', 'Premium', '2024-01-04', '2026-04-20', 370, 4, 1);
INSERT INTO Customer VALUES (18826, 'Rohan Iyer_18826', 62, 'Female', 'Standard', '2025-04-03', '2026-02-27', 180, 3, 1);
INSERT INTO Customer VALUES (18827, 'Nitin Pillai_18827', 27, 'Other', 'Premium', '2024-06-26', '2026-04-15', 26, 1, 1);
INSERT INTO Customer VALUES (18828, 'Aditya Mishra_18828', 50, 'Female', 'Basic', '2024-02-17', '2026-02-01', 258, 1, 1);
INSERT INTO Customer VALUES (18829, 'Arjun Ghosh_18829', 43, 'Female', 'Premium', '2025-08-26', '2026-01-24', 242, 3, 0);
INSERT INTO Customer VALUES (18830, 'Alok Trivedi_18830', 64, 'Male', 'Basic', '2025-02-27', '2026-02-04', 499, 4, 0);
INSERT INTO Customer VALUES (18831, 'Kavya Kulkarni_18831', 65, 'Other', 'Basic', '2024-01-18', '2026-04-07', 150, 1, 0);
INSERT INTO Customer VALUES (18832, 'Anaya Ghosh_18832', 34, 'Male', 'Premium', '2024-01-06', '2026-03-08', 356, 3, 0);
INSERT INTO Customer VALUES (18833, 'Shaurya Singh_18833', 21, 'Other', 'Standard', '2025-05-29', '2026-04-11', 253, 4, 0);
INSERT INTO Customer VALUES (18834, 'Rahul Trivedi_18834', 37, 'Male', 'Basic', '2025-03-20', '2026-03-23', 273, 1, 0);
INSERT INTO Customer VALUES (18835, 'Sai Chatterjee_18835', 64, 'Female', 'Standard', '2026-01-25', '2026-04-16', 390, 4, 1);
INSERT INTO Customer VALUES (18836, 'Nisha Reddy_18836', 59, 'Female', 'Basic', '2024-08-19', '2026-02-16', 491, 5, 0);
INSERT INTO Customer VALUES (18837, 'Nisha Jain_18837', 57, 'Female', 'Basic', '2024-01-06', '2026-03-20', 493, 4, 0);
INSERT INTO Customer VALUES (18838, 'Pooja Kumar_18838', 21, 'Female', 'Standard', '2023-10-04', '2026-04-10', 496, 5, 0);
INSERT INTO Customer VALUES (18839, 'Vivaan Joshi_18839', 39, 'Male', 'Premium', '2024-07-03', '2026-04-06', 53, 4, 0);
INSERT INTO Customer VALUES (18840, 'Arjun Menon_18840', 55, 'Female', 'Premium', '2023-12-23', '2026-02-09', 210, 1, 1);
INSERT INTO Customer VALUES (18841, 'Saanvi Bansal_18841', 39, 'Female', 'Standard', '2024-05-14', '2026-04-15', 69, 4, 0);
INSERT INTO Customer VALUES (18842, 'Simran Joshi_18842', 29, 'Female', 'Premium', '2025-09-06', '2026-03-31', 183, 2, 1);
INSERT INTO Customer VALUES (18843, 'Diya Singh_18843', 44, 'Male', 'Basic', '2025-04-15', '2026-03-23', 347, 2, 0);
INSERT INTO Customer VALUES (18844, 'Ankit Bansal_18844', 60, 'Other', 'Basic', '2025-10-07', '2026-04-25', 456, 1, 1);
INSERT INTO Customer VALUES (18845, 'Simran Yadav_18845', 45, 'Male', 'Premium', '2025-06-10', '2026-03-11', 295, 5, 1);
INSERT INTO Customer VALUES (18846, 'Anika Mishra_18846', 44, 'Male', 'Standard', '2024-07-27', '2026-03-14', 70, 3, 0);
INSERT INTO Customer VALUES (18847, 'Karan Agarwal_18847', 59, 'Other', 'Basic', '2024-05-01', '2026-03-22', 39, 2, 1);
INSERT INTO Customer VALUES (18848, 'Alok Sharma_18848', 43, 'Male', 'Premium', '2024-03-09', '2026-02-28', 444, 1, 1);
INSERT INTO Customer VALUES (18849, 'Reyansh Ghosh_18849', 58, 'Other', 'Premium', '2025-08-13', '2026-02-13', 222, 5, 1);
INSERT INTO Customer VALUES (18850, 'Aarav Iyer_18850', 54, 'Female', 'Basic', '2023-12-24', '2026-04-26', 200, 2, 1);
INSERT INTO Customer VALUES (18851, 'Vikas Joshi_18851', 48, 'Male', 'Standard', '2025-02-01', '2026-04-18', 483, 4, 0);
INSERT INTO Customer VALUES (18852, 'Rohan Trivedi_18852', 39, 'Other', 'Basic', '2023-11-21', '2026-03-22', 259, 4, 0);
INSERT INTO Customer VALUES (18853, 'Ira Yadav_18853', 54, 'Other', 'Basic', '2025-07-21', '2026-04-19', 455, 5, 0);
INSERT INTO Customer VALUES (18854, 'Riya Trivedi_18854', 46, 'Other', 'Premium', '2026-04-04', '2026-03-25', 430, 3, 1);
INSERT INTO Customer VALUES (18855, 'Karan Pandya_18855', 41, 'Other', 'Basic', '2026-02-20', '2026-03-23', 57, 1, 1);
INSERT INTO Customer VALUES (18856, 'Mahesh Agarwal_18856', 34, 'Other', 'Premium', '2025-05-28', '2026-02-06', 270, 3, 1);
INSERT INTO Customer VALUES (18857, 'Aanya Chatterjee_18857', 63, 'Female', 'Standard', '2024-09-20', '2026-03-02', 364, 5, 0);
INSERT INTO Customer VALUES (18858, 'Sai Ghosh_18858', 32, 'Other', 'Premium', '2023-12-13', '2026-04-13', 241, 4, 1);
INSERT INTO Customer VALUES (18859, 'Alok Patel_18859', 20, 'Other', 'Premium', '2024-02-03', '2026-04-07', 292, 2, 1);
INSERT INTO Customer VALUES (18860, 'Sneha Agarwal_18860', 26, 'Female', 'Standard', '2024-05-22', '2026-02-28', 186, 3, 1);
INSERT INTO Customer VALUES (18861, 'Diya Bansal_18861', 63, 'Other', 'Standard', '2024-10-17', '2026-04-19', 482, 5, 1);
INSERT INTO Customer VALUES (18862, 'Saanvi Pillai_18862', 22, 'Other', 'Premium', '2024-11-12', '2026-03-17', 225, 1, 0);
INSERT INTO Customer VALUES (18863, 'Vikas Menon_18863', 53, 'Other', 'Premium', '2026-04-15', '2026-03-04', 266, 5, 0);
INSERT INTO Customer VALUES (18864, 'Ira Jain_18864', 36, 'Female', 'Basic', '2025-10-23', '2026-03-16', 38, 3, 0);
INSERT INTO Customer VALUES (18865, 'Shaurya Kapoor_18865', 59, 'Female', 'Premium', '2026-01-27', '2026-03-08', 319, 2, 1);
INSERT INTO Customer VALUES (18866, 'Krishna Mehta_18866', 29, 'Male', 'Premium', '2026-02-12', '2026-04-14', 431, 4, 0);
INSERT INTO Customer VALUES (18867, 'Neha Shetty_18867', 60, 'Other', 'Premium', '2026-01-15', '2026-02-07', 224, 4, 1);
INSERT INTO Customer VALUES (18868, 'Alok Agarwal_18868', 52, 'Other', 'Standard', '2024-02-06', '2026-02-27', 440, 5, 1);
INSERT INTO Customer VALUES (18869, 'Saanvi Patel_18869', 22, 'Male', 'Premium', '2026-01-11', '2026-01-25', 110, 4, 0);
INSERT INTO Customer VALUES (18870, 'Shaurya Joshi_18870', 68, 'Other', 'Premium', '2023-12-13', '2026-03-18', 336, 5, 1);
INSERT INTO Customer VALUES (18871, 'Aarav Agarwal_18871', 65, 'Female', 'Premium', '2024-11-12', '2026-01-19', 15, 3, 1);
INSERT INTO Customer VALUES (18872, 'Vihaan Sharma_18872', 39, 'Male', 'Premium', '2023-10-12', '2026-01-30', 418, 1, 0);
INSERT INTO Customer VALUES (18873, 'Aadhya Mishra_18873', 19, 'Female', 'Basic', '2024-01-11', '2026-04-22', 185, 1, 1);
INSERT INTO Customer VALUES (18874, 'Simran Chatterjee_18874', 31, 'Female', 'Premium', '2024-09-02', '2026-02-27', 104, 4, 1);
INSERT INTO Customer VALUES (18875, 'Simran Trivedi_18875', 68, 'Male', 'Standard', '2023-08-17', '2026-02-21', 116, 5, 0);
INSERT INTO Customer VALUES (18876, 'Myra Patel_18876', 36, 'Other', 'Premium', '2025-11-30', '2026-03-14', 101, 2, 1);
INSERT INTO Customer VALUES (18877, 'Shaurya Yadav_18877', 30, 'Female', 'Basic', '2025-07-21', '2026-02-06', 95, 3, 0);
INSERT INTO Customer VALUES (18878, 'Arjun Naidu_18878', 56, 'Other', 'Standard', '2024-06-18', '2026-04-10', 27, 4, 0);
INSERT INTO Customer VALUES (18879, 'Nisha Chauhan_18879', 23, 'Other', 'Standard', '2025-02-02', '2026-03-01', 276, 4, 1);
INSERT INTO Customer VALUES (18880, 'Vihaan Verma_18880', 42, 'Other', 'Standard', '2024-09-25', '2026-01-31', 278, 1, 1);
INSERT INTO Customer VALUES (18881, 'Mahesh Joshi_18881', 52, 'Female', 'Premium', '2023-08-15', '2026-01-28', 447, 4, 0);
INSERT INTO Customer VALUES (18882, 'Neha Yadav_18882', 23, 'Male', 'Premium', '2025-07-14', '2026-04-21', 145, 2, 0);
INSERT INTO Customer VALUES (18883, 'Vihaan Naidu_18883', 26, 'Other', 'Premium', '2024-09-02', '2026-04-18', 45, 2, 1);
INSERT INTO Customer VALUES (18884, 'Deepak Jain_18884', 61, 'Male', 'Standard', '2024-02-29', '2026-02-28', 277, 1, 0);
INSERT INTO Customer VALUES (18885, 'Vikas Pandya_18885', 39, 'Female', 'Premium', '2023-12-17', '2026-01-29', 318, 4, 1);
INSERT INTO Customer VALUES (18886, 'Sai Bansal_18886', 48, 'Female', 'Premium', '2025-10-20', '2026-03-19', 396, 5, 0);
INSERT INTO Customer VALUES (18887, 'Ishaan Singh_18887', 52, 'Male', 'Standard', '2026-04-10', '2026-03-30', 312, 5, 0);
INSERT INTO Customer VALUES (18888, 'Pooja Kapoor_18888', 53, 'Male', 'Basic', '2025-02-03', '2026-03-05', 184, 5, 1);
INSERT INTO Customer VALUES (18889, 'Alok Sharma_18889', 26, 'Male', 'Standard', '2026-01-27', '2026-01-18', 330, 3, 0);
INSERT INTO Customer VALUES (18890, 'Priya Patel_18890', 28, 'Female', 'Standard', '2024-01-11', '2026-02-26', 111, 5, 1);
INSERT INTO Customer VALUES (18891, 'Aditya Ghosh_18891', 21, 'Other', 'Standard', '2026-04-06', '2026-04-11', 121, 5, 0);
INSERT INTO Customer VALUES (18892, 'Karan Mehta_18892', 40, 'Male', 'Basic', '2024-06-26', '2026-04-19', 400, 5, 1);
INSERT INTO Customer VALUES (18893, 'Anika Das_18893', 44, 'Other', 'Standard', '2024-03-12', '2026-02-15', 92, 3, 1);
INSERT INTO Customer VALUES (18894, 'Kavya Ghosh_18894', 19, 'Male', 'Basic', '2023-09-01', '2026-03-07', 386, 1, 1);
INSERT INTO Customer VALUES (18895, 'Meera Reddy_18895', 58, 'Female', 'Basic', '2025-11-24', '2026-02-01', 36, 2, 1);
INSERT INTO Customer VALUES (18896, 'Amit Shetty_18896', 31, 'Male', 'Standard', '2024-06-01', '2026-02-05', 303, 3, 0);
INSERT INTO Customer VALUES (18897, 'Shaurya Yadav_18897', 65, 'Female', 'Basic', '2024-10-19', '2026-04-27', 126, 1, 1);
INSERT INTO Customer VALUES (18898, 'Sneha Trivedi_18898', 66, 'Male', 'Basic', '2024-09-27', '2026-01-20', 220, 2, 1);
INSERT INTO Customer VALUES (18899, 'Sai Yadav_18899', 49, 'Other', 'Premium', '2024-08-22', '2026-01-22', 104, 4, 0);
INSERT INTO Customer VALUES (18900, 'Navya Naidu_18900', 28, 'Other', 'Premium', '2024-04-22', '2026-01-19', 28, 5, 0);
INSERT INTO Customer VALUES (18901, 'Diya Kumar_18901', 54, 'Female', 'Standard', '2024-11-23', '2026-02-11', 310, 2, 0);
INSERT INTO Customer VALUES (18902, 'Rahul Mehta_18902', 42, 'Male', 'Basic', '2024-03-30', '2026-02-27', 88, 4, 1);
INSERT INTO Customer VALUES (18903, 'Riya Chauhan_18903', 67, 'Other', 'Premium', '2025-01-29', '2026-04-21', 444, 2, 0);
INSERT INTO Customer VALUES (18904, 'Saanvi Mishra_18904', 59, 'Female', 'Standard', '2026-03-27', '2026-03-10', 48, 5, 0);
INSERT INTO Customer VALUES (18905, 'Navya Nair_18905', 39, 'Male', 'Standard', '2025-03-23', '2026-03-23', 207, 2, 1);
INSERT INTO Customer VALUES (18906, 'Sai Ghosh_18906', 25, 'Other', 'Basic', '2023-09-03', '2026-04-22', 1, 5, 1);
INSERT INTO Customer VALUES (18907, 'Arjun Mehta_18907', 51, 'Female', 'Standard', '2025-05-26', '2026-02-03', 440, 5, 1);
INSERT INTO Customer VALUES (18908, 'Vikas Trivedi_18908', 21, 'Other', 'Basic', '2025-12-15', '2026-04-11', 60, 5, 1);
INSERT INTO Customer VALUES (18909, 'Sai Bansal_18909', 45, 'Female', 'Premium', '2026-02-03', '2026-04-02', 247, 1, 1);
INSERT INTO Customer VALUES (18910, 'Myra Trivedi_18910', 60, 'Male', 'Standard', '2025-03-24', '2026-02-09', 15, 3, 0);
INSERT INTO Customer VALUES (18911, 'Neha Reddy_18911', 62, 'Male', 'Standard', '2025-10-17', '2026-04-14', 342, 5, 0);
INSERT INTO Customer VALUES (18912, 'Neha Shah_18912', 61, 'Other', 'Basic', '2025-12-15', '2026-01-19', 410, 2, 1);
INSERT INTO Customer VALUES (18913, 'Meera Yadav_18913', 63, 'Male', 'Standard', '2025-12-21', '2026-04-28', 318, 1, 1);
INSERT INTO Customer VALUES (18914, 'Sai Agarwal_18914', 68, 'Other', 'Premium', '2023-11-14', '2026-02-16', 411, 3, 1);
INSERT INTO Customer VALUES (18915, 'Reyansh Das_18915', 44, 'Other', 'Standard', '2025-05-29', '2026-03-04', 127, 5, 0);
INSERT INTO Customer VALUES (18916, 'Rohan Kulkarni_18916', 25, 'Female', 'Standard', '2024-01-08', '2026-01-31', 171, 4, 1);
INSERT INTO Customer VALUES (18917, 'Pooja Kapoor_18917', 40, 'Male', 'Standard', '2023-12-24', '2026-04-28', 232, 2, 1);
INSERT INTO Customer VALUES (18918, 'Kavya Verma_18918', 52, 'Male', 'Standard', '2023-12-16', '2026-01-22', 473, 2, 0);
INSERT INTO Customer VALUES (18919, 'Mahesh Menon_18919', 65, 'Other', 'Basic', '2025-07-10', '2026-04-28', 398, 1, 0);
INSERT INTO Customer VALUES (18920, 'Rahul Yadav_18920', 47, 'Female', 'Standard', '2026-01-30', '2026-04-12', 133, 3, 0);
INSERT INTO Customer VALUES (18921, 'Krishna Patel_18921', 38, 'Other', 'Basic', '2024-11-02', '2026-04-23', 425, 4, 1);
INSERT INTO Customer VALUES (18922, 'Alok Patel_18922', 33, 'Female', 'Premium', '2025-12-15', '2026-04-14', 312, 4, 1);
INSERT INTO Customer VALUES (18923, 'Aditya Verma_18923', 59, 'Other', 'Standard', '2025-10-04', '2026-03-24', 397, 3, 1);
INSERT INTO Customer VALUES (18924, 'Anika Kapoor_18924', 65, 'Other', 'Basic', '2025-03-02', '2026-04-26', 25, 3, 0);
INSERT INTO Customer VALUES (18925, 'Suresh Nair_18925', 49, 'Male', 'Premium', '2024-05-02', '2026-03-27', 166, 3, 1);
INSERT INTO Customer VALUES (18926, 'Aditya Kulkarni_18926', 64, 'Other', 'Basic', '2024-06-05', '2026-04-07', 386, 5, 0);
INSERT INTO Customer VALUES (18927, 'Kavya Joshi_18927', 65, 'Other', 'Basic', '2024-05-24', '2026-03-22', 226, 3, 1);
INSERT INTO Customer VALUES (18928, 'Saanvi Mehta_18928', 42, 'Other', 'Basic', '2025-12-19', '2026-04-17', 193, 3, 1);
INSERT INTO Customer VALUES (18929, 'Neha Agarwal_18929', 19, 'Male', 'Premium', '2024-09-25', '2026-03-21', 7, 4, 1);
INSERT INTO Customer VALUES (18930, 'Suresh Jain_18930', 23, 'Other', 'Standard', '2024-03-02', '2026-02-02', 302, 3, 1);
INSERT INTO Customer VALUES (18931, 'Karan Mishra_18931', 32, 'Other', 'Standard', '2025-07-09', '2026-01-31', 489, 2, 0);
INSERT INTO Customer VALUES (18932, 'Navya Shah_18932', 43, 'Other', 'Standard', '2024-10-08', '2026-03-05', 84, 1, 1);
INSERT INTO Customer VALUES (18933, 'Ishaan Das_18933', 61, 'Female', 'Standard', '2025-05-16', '2026-03-18', 392, 5, 1);
INSERT INTO Customer VALUES (18934, 'Rahul Mehta_18934', 27, 'Male', 'Basic', '2025-12-15', '2026-01-19', 479, 1, 1);
INSERT INTO Customer VALUES (18935, 'Reyansh Reddy_18935', 19, 'Other', 'Premium', '2024-07-31', '2026-01-22', 272, 5, 0);
INSERT INTO Customer VALUES (18936, 'Aadhya Menon_18936', 34, 'Female', 'Standard', '2024-03-07', '2026-03-21', 293, 3, 1);
INSERT INTO Customer VALUES (18937, 'Mahesh Shetty_18937', 47, 'Male', 'Standard', '2024-08-04', '2026-02-20', 314, 3, 0);
INSERT INTO Customer VALUES (18938, 'Simran Pillai_18938', 32, 'Other', 'Premium', '2024-03-05', '2026-03-20', 200, 1, 1);
INSERT INTO Customer VALUES (18939, 'Rahul Bansal_18939', 45, 'Female', 'Standard', '2024-09-05', '2026-03-03', 286, 2, 1);
INSERT INTO Customer VALUES (18940, 'Nisha Pillai_18940', 60, 'Other', 'Premium', '2024-05-02', '2026-02-02', 330, 5, 1);
INSERT INTO Customer VALUES (18941, 'Pooja Verma_18941', 27, 'Female', 'Basic', '2024-10-07', '2026-02-06', 117, 4, 0);
INSERT INTO Customer VALUES (18942, 'Aditya Joshi_18942', 33, 'Other', 'Standard', '2025-03-06', '2026-03-24', 320, 4, 0);
INSERT INTO Customer VALUES (18943, 'Ishaan Pillai_18943', 61, 'Male', 'Premium', '2024-11-01', '2026-03-05', 76, 3, 0);
INSERT INTO Customer VALUES (18944, 'Priya Trivedi_18944', 51, 'Male', 'Basic', '2024-11-20', '2026-04-01', 423, 5, 1);
INSERT INTO Customer VALUES (18945, 'Meera Pandya_18945', 66, 'Female', 'Premium', '2026-02-21', '2026-03-27', 123, 3, 0);
INSERT INTO Customer VALUES (18946, 'Ira Chatterjee_18946', 33, 'Female', 'Premium', '2024-02-17', '2026-03-26', 371, 2, 0);
INSERT INTO Customer VALUES (18947, 'Shaurya Joshi_18947', 29, 'Female', 'Basic', '2023-11-01', '2026-03-14', 285, 5, 1);
INSERT INTO Customer VALUES (18948, 'Ankit Menon_18948', 50, 'Female', 'Premium', '2025-02-27', '2026-02-21', 480, 1, 1);
INSERT INTO Customer VALUES (18949, 'Riya Chatterjee_18949', 41, 'Male', 'Premium', '2026-02-23', '2026-03-03', 273, 1, 0);
INSERT INTO Customer VALUES (18950, 'Simran Patel_18950', 58, 'Other', 'Basic', '2024-06-19', '2026-03-20', 383, 3, 1);
INSERT INTO Customer VALUES (18951, 'Neha Patel_18951', 19, 'Female', 'Premium', '2024-02-10', '2026-03-08', 412, 1, 0);
INSERT INTO Customer VALUES (18952, 'Sneha Sharma_18952', 52, 'Other', 'Basic', '2024-11-16', '2026-02-14', 2, 3, 1);
INSERT INTO Customer VALUES (18953, 'Neha Mishra_18953', 55, 'Other', 'Standard', '2025-05-09', '2026-04-28', 77, 4, 1);
INSERT INTO Customer VALUES (18954, 'Arjun Das_18954', 22, 'Other', 'Premium', '2023-12-06', '2026-02-23', 474, 1, 0);
INSERT INTO Customer VALUES (18955, 'Myra Gupta_18955', 54, 'Male', 'Standard', '2025-11-17', '2026-04-02', 432, 5, 0);
INSERT INTO Customer VALUES (18956, 'Diya Ghosh_18956', 58, 'Female', 'Premium', '2024-02-10', '2026-03-04', 322, 3, 1);
INSERT INTO Customer VALUES (18957, 'Shaurya Das_18957', 19, 'Female', 'Standard', '2025-10-11', '2026-03-05', 78, 1, 0);
INSERT INTO Customer VALUES (18958, 'Riya Pandya_18958', 42, 'Male', 'Basic', '2025-08-03', '2026-04-28', 106, 4, 0);
INSERT INTO Customer VALUES (18959, 'Shaurya Joshi_18959', 26, 'Male', 'Standard', '2024-01-10', '2026-01-26', 14, 2, 1);
INSERT INTO Customer VALUES (18960, 'Suresh Naidu_18960', 52, 'Other', 'Standard', '2025-03-04', '2026-04-04', 56, 4, 1);
INSERT INTO Customer VALUES (18961, 'Suresh Kumar_18961', 63, 'Other', 'Standard', '2024-06-10', '2026-03-09', 400, 4, 1);
INSERT INTO Customer VALUES (18962, 'Amit Kapoor_18962', 41, 'Male', 'Basic', '2025-01-06', '2026-04-28', 365, 3, 1);
INSERT INTO Customer VALUES (18963, 'Riya Yadav_18963', 51, 'Female', 'Premium', '2024-01-14', '2026-03-13', 361, 5, 1);
INSERT INTO Customer VALUES (18964, 'Neha Pandya_18964', 45, 'Male', 'Premium', '2024-05-02', '2026-03-14', 238, 2, 0);
INSERT INTO Customer VALUES (18965, 'Kavya Shah_18965', 19, 'Female', 'Premium', '2025-09-24', '2026-02-20', 314, 3, 1);
INSERT INTO Customer VALUES (18966, 'Vivaan Desai_18966', 23, 'Other', 'Basic', '2026-04-18', '2026-03-19', 456, 1, 1);
INSERT INTO Customer VALUES (18967, 'Ira Kulkarni_18967', 67, 'Female', 'Basic', '2026-04-19', '2026-03-18', 224, 1, 0);
INSERT INTO Customer VALUES (18968, 'Riya Kumar_18968', 46, 'Male', 'Basic', '2025-02-05', '2026-02-04', 433, 2, 1);
INSERT INTO Customer VALUES (18969, 'Mahesh Shah_18969', 63, 'Male', 'Premium', '2026-01-08', '2026-02-11', 136, 4, 0);
INSERT INTO Customer VALUES (18970, 'Ishaan Mehta_18970', 67, 'Male', 'Premium', '2024-03-11', '2026-02-05', 91, 4, 1);
INSERT INTO Customer VALUES (18971, 'Saanvi Shah_18971', 54, 'Female', 'Standard', '2023-11-25', '2026-02-23', 57, 3, 1);
INSERT INTO Customer VALUES (18972, 'Sneha Iyer_18972', 22, 'Other', 'Standard', '2023-09-16', '2026-03-31', 113, 4, 1);
INSERT INTO Customer VALUES (18973, 'Priya Verma_18973', 37, 'Male', 'Basic', '2024-07-14', '2026-02-02', 287, 3, 1);
INSERT INTO Customer VALUES (18974, 'Suresh Chauhan_18974', 34, 'Male', 'Basic', '2026-01-16', '2026-02-15', 469, 5, 1);
INSERT INTO Customer VALUES (18975, 'Rohan Reddy_18975', 30, 'Other', 'Standard', '2025-11-09', '2026-02-24', 144, 4, 0);
INSERT INTO Customer VALUES (18976, 'Karan Shah_18976', 43, 'Male', 'Premium', '2023-09-16', '2026-03-19', 34, 5, 1);
INSERT INTO Customer VALUES (18977, 'Nisha Kapoor_18977', 20, 'Male', 'Basic', '2024-02-19', '2026-03-01', 44, 2, 0);
INSERT INTO Customer VALUES (18978, 'Arjun Nair_18978', 40, 'Female', 'Basic', '2024-11-08', '2026-01-29', 37, 5, 0);
INSERT INTO Customer VALUES (18979, 'Ira Das_18979', 62, 'Male', 'Standard', '2024-07-15', '2026-04-23', 441, 2, 0);
INSERT INTO Customer VALUES (18980, 'Arjun Patel_18980', 31, 'Other', 'Premium', '2024-01-17', '2026-04-14', 235, 3, 1);
INSERT INTO Customer VALUES (18981, 'Pooja Das_18981', 36, 'Other', 'Basic', '2023-10-24', '2026-03-02', 108, 4, 1);
INSERT INTO Customer VALUES (18982, 'Riya Reddy_18982', 64, 'Female', 'Basic', '2025-11-06', '2026-04-20', 368, 1, 0);
INSERT INTO Customer VALUES (18983, 'Anika Jain_18983', 24, 'Female', 'Basic', '2024-01-29', '2026-02-23', 56, 4, 0);
INSERT INTO Customer VALUES (18984, 'Vihaan Shetty_18984', 46, 'Other', 'Premium', '2024-12-31', '2026-03-27', 142, 2, 0);
INSERT INTO Customer VALUES (18985, 'Pooja Pillai_18985', 35, 'Male', 'Basic', '2024-11-16', '2026-03-03', 5, 1, 1);
INSERT INTO Customer VALUES (18986, 'Anika Mehta_18986', 61, 'Male', 'Premium', '2023-08-23', '2026-02-20', 332, 2, 0);
INSERT INTO Customer VALUES (18987, 'Deepak Sharma_18987', 30, 'Other', 'Premium', '2024-09-05', '2026-04-01', 480, 1, 1);
INSERT INTO Customer VALUES (18988, 'Saanvi Verma_18988', 61, 'Other', 'Premium', '2024-08-31', '2026-03-06', 5, 2, 0);
INSERT INTO Customer VALUES (18989, 'Navya Desai_18989', 66, 'Other', 'Basic', '2025-05-25', '2026-03-13', 215, 5, 1);
INSERT INTO Customer VALUES (18990, 'Simran Ghosh_18990', 56, 'Male', 'Basic', '2026-02-04', '2026-03-14', 23, 3, 0);
INSERT INTO Customer VALUES (18991, 'Pooja Ghosh_18991', 18, 'Female', 'Standard', '2024-10-26', '2026-04-07', 481, 1, 0);
INSERT INTO Customer VALUES (18992, 'Meera Desai_18992', 36, 'Male', 'Premium', '2026-04-14', '2026-03-16', 139, 1, 1);
INSERT INTO Customer VALUES (18993, 'Ankit Chatterjee_18993', 42, 'Female', 'Premium', '2026-01-30', '2026-01-22', 234, 5, 1);
INSERT INTO Customer VALUES (18994, 'Deepak Mehta_18994', 20, 'Female', 'Standard', '2023-08-07', '2026-04-27', 425, 2, 0);
INSERT INTO Customer VALUES (18995, 'Nisha Shah_18995', 23, 'Female', 'Standard', '2026-03-10', '2026-04-21', 484, 5, 0);
